Date,price,short_mavg,long_mavg,signal,positions
2016-03-06,407.7070007324219,412.97120361328126,423.58510131835936,-1.0,0.0
2016-03-07,414.3210144042969,411.0376037597656,421.802001953125,-1.0,0.0
2016-03-08,413.97198486328125,409.5018005371094,419.9472991943359,-1.0,0.0
2016-03-09,414.8599853515625,410.28599853515624,418.08289794921876,-1.0,0.0
2016-03-10,417.1310119628906,413.59819946289065,416.02630004882815,-1.0,0.0
2016-03-11,421.69000244140625,416.3947998046875,414.68300170898436,1.0,2.0
2016-03-12,411.6239929199219,415.8553955078125,413.4464996337891,1.0,0.0
2016-03-13,414.06500244140625,415.8739990234375,412.6878997802734,1.0,0.0
2016-03-14,416.43798828125,416.189599609375,413.2377990722656,1.0,0.0
2016-03-15,416.8299865722656,416.12939453125,414.8637969970703,1.0,0.0
2016-03-16,417.010986328125,415.19359130859374,415.7941955566406,-1.0,-2.0
2016-03-17,420.6210021972656,416.9929931640625,416.4241943359375,1.0,2.0
2016-03-18,409.5480041503906,416.0895935058594,415.98179626464844,1.0,0.0
2016-03-19,410.4440002441406,414.8907958984375,415.5401977539062,-1.0,-2.0
2016-03-20,413.7550048828125,414.2757995605469,415.2025970458984,-1.0,0.0
2016-03-21,413.3070068359375,413.5350036621094,414.3642974853516,-1.0,0.0
2016-03-22,418.0889892578125,413.0286010742187,415.01079711914065,-1.0,0.0
2016-03-23,418.0409851074219,414.727197265625,415.4083953857422,-1.0,0.0
2016-03-24,416.3940124511719,415.9171997070313,415.40399780273435,1.0,2.0
2016-03-25,417.177001953125,416.6015991210937,415.43869934082034,1.0,0.0
2016-03-26,417.94500732421875,417.52919921875,415.5321014404297,1.0,0.0
2016-03-27,426.7650146484375,419.264404296875,416.14650268554686,1.0,0.0
2016-03-28,424.2309875488281,420.5024047851563,417.61480102539065,1.0,0.0
2016-03-29,416.5159912109375,420.52680053710935,418.2220001220703,1.0,0.0
2016-03-30,414.8160095214844,420.0546020507812,418.3281005859375,1.0,0.0
2016-03-31,416.72900390625,419.8114013671875,418.67030029296876,1.0,0.0
2016-04-01,417.9599914550781,418.05039672851564,418.6574005126953,-1.0,-2.0
2016-04-02,420.87298583984375,417.37879638671876,418.9406005859375,-1.0,0.0
2016-04-03,420.90399169921875,418.256396484375,419.3915985107422,-1.0,0.0
2016-04-04,421.4440002441406,419.5819946289063,419.81829833984375,-1.0,0.0
2016-04-05,424.0299987792969,421.0421936035156,420.4267974853516,1.0,2.0
2016-04-06,423.4129943847656,422.13279418945314,420.0915954589844,1.0,0.0
2016-04-07,422.7449951171875,422.5071960449219,419.9429962158203,1.0,0.0
2016-04-08,420.3489990234375,422.3961975097656,420.3262969970703,1.0,0.0
2016-04-09,419.4110107421875,421.989599609375,420.7857971191406,1.0,0.0
2016-04-10,421.5639953613281,421.49639892578125,421.26929626464846,1.0,0.0
2016-04-11,422.4830017089844,421.310400390625,421.7215972900391,-1.0,-2.0
2016-04-12,425.19000244140625,421.7994018554688,422.15329895019534,-1.0,0.0
2016-04-13,423.7340087890625,422.4764038085938,422.43630065917966,1.0,2.0
2016-04-14,424.2820129394531,423.4506042480469,422.72010192871096,1.0,0.0
2016-04-15,429.7130126953125,425.0804077148438,423.2884033203125,1.0,0.0
2016-04-16,430.5719909667969,426.6982055664063,424.0043029785156,1.0,0.0
2016-04-17,427.39898681640625,427.14000244140624,424.4697021484375,1.0,0.0
2016-04-18,428.59100341796875,428.1114013671875,425.2939025878906,1.0,0.0
2016-04-19,435.5090026855469,430.35679931640624,426.90370178222656,1.0,0.0
2016-04-20,441.3890075683594,432.69199829101564,428.8862030029297,1.0,0.0
2016-04-21,449.42498779296875,436.46259765625,431.5804016113281,1.0,0.0
2016-04-22,445.73699951171875,440.1302001953125,433.6351013183594,1.0,0.0
2016-04-23,450.2820129394531,444.46840209960936,436.28990173339844,1.0,0.0
2016-04-24,458.55499267578125,449.0776000976563,439.7171997070312,1.0,0.0
2016-04-25,461.4259948730469,453.0849975585937,442.8884979248047,1.0,0.0
2016-04-26,466.0889892578125,456.4177978515625,446.44019775390626,1.0,0.0
2016-04-27,444.68701171875,456.2078002929687,448.16900024414065,1.0,0.0
2016-04-28,449.010986328125,455.95359497070314,450.21099853515625,1.0,0.0
2016-04-29,455.09698486328125,455.2619934082031,452.1697967529297,1.0,0.0
2016-04-30,448.3179931640625,452.64039306640626,452.8626953125,-1.0,-2.0
2016-05-01,451.875,449.79759521484374,453.1076965332031,-1.0,0.0
2016-05-02,444.66900634765625,449.793994140625,453.0008972167969,-1.0,0.0
2016-05-03,450.3039855957031,450.05259399414064,453.0030944824219,-1.0,0.0
2016-05-04,446.72198486328125,448.3775939941406,451.8197937011719,-1.0,0.0
2016-05-05,447.97601318359375,448.3091979980469,450.47479553222655,-1.0,0.0
2016-05-06,459.6029968261719,449.85479736328125,449.8261962890625,1.0,2.0
2016-05-07,458.5360107421875,452.6281982421875,451.2110961914062,1.0,0.0
2016-05-08,458.5480041503906,454.277001953125,452.1647979736328,1.0,0.0
2016-05-09,460.4830017089844,457.0292053222656,452.7033996582031,1.0,0.0
2016-05-10,450.8949890136719,457.6130004882813,452.9610992431641,1.0,0.0
2016-05-11,452.7279968261719,456.2380004882813,453.04639892578126,1.0,0.0
2016-05-12,454.7659912109375,455.48399658203124,454.05609741210935,1.0,0.0
2016-05-13,455.6700134277344,454.9083984375,454.5927001953125,1.0,0.0
2016-05-14,455.6709899902344,453.94599609375,455.4876007080078,-1.0,-2.0
2016-05-15,457.5679931640625,455.2805969238281,456.44679870605466,-1.0,0.0
2016-05-16,454.1629943847656,455.5675964355469,455.9027984619141,-1.0,0.0
2016-05-17,453.7829895019531,455.37099609375,455.4274963378906,-1.0,0.0
2016-05-18,454.6189880371094,455.160791015625,455.0345947265625,1.0,2.0
2016-05-19,438.7149963378906,451.76959228515625,452.8577941894531,-1.0,-2.0
2016-05-20,442.6759948730469,448.79119262695315,452.0358947753906,-1.0,0.0
2016-05-21,443.18798828125,446.59619140625,451.08189392089844,-1.0,0.0
2016-05-22,439.322998046875,443.7041931152344,449.5375946044922,-1.0,0.0
2016-05-23,444.1549987792969,441.61139526367185,448.38609313964844,-1.0,0.0
2016-05-24,445.9809875488281,443.06459350585936,447.41709289550784,-1.0,0.0
2016-05-25,449.5989990234375,444.4491943359375,446.6201934814453,-1.0,0.0
2016-05-26,453.3840026855469,446.4883972167969,446.54229431152345,-1.0,0.0
2016-05-27,473.4639892578125,453.31659545898435,448.51039428710936,1.0,2.0
2016-05-28,530.0399780273438,470.49359130859375,456.0524932861328,1.0,0.0
2016-05-29,526.2329711914062,486.5439880371094,464.8042907714844,1.0,0.0
2016-05-30,533.864013671875,503.39699096679686,473.9230926513672,1.0,0.0
2016-05-31,531.385986328125,518.9973876953125,482.7428924560547,1.0,0.0
2016-06-01,536.9199829101562,531.6885864257813,492.5025909423828,1.0,0.0
2016-06-02,537.9719848632812,533.2749877929688,501.88428955078126,1.0,0.0
2016-06-03,569.1939697265625,541.8671875,514.2055877685547,1.0,0.0
2016-06-04,572.7269897460938,549.6397827148437,526.5183868408203,1.0,0.0
2016-06-05,574.9769897460938,558.3579833984375,538.677685546875,1.0,0.0
2016-06-06,585.5369873046875,568.0813842773438,549.8849853515625,1.0,0.0
2016-06-07,576.5969848632812,575.8063842773438,554.5406860351562,1.0,0.0
2016-06-08,581.64501953125,578.2965942382813,560.0818908691406,1.0,0.0
2016-06-09,574.6300048828125,578.677197265625,564.1584899902343,1.0,0.0
2016-06-10,577.469970703125,579.1757934570312,568.7668884277343,1.0,0.0
2016-06-11,606.7269897460938,583.4137939453125,575.7475891113281,1.0,0.0
2016-06-12,672.7839965820312,602.6511962890625,589.2287902832031,1.0,0.0
2016-06-13,704.3759765625,627.1973876953125,602.7469909667968,1.0,0.0
2016-06-14,685.5590209960938,649.3831909179687,614.0301940917968,1.0,0.0
2016-06-15,694.468994140625,672.7829956054687,625.97939453125,1.0,0.0
2016-06-16,766.3079833984375,704.6991943359375,644.056494140625,1.0,0.0
2016-06-17,748.9089965820312,719.9241943359375,661.2876953125,1.0,0.0
2016-06-18,756.2269897460938,730.2943969726563,678.7458923339843,1.0,0.0
2016-06-19,763.781005859375,745.9387939453125,697.6609924316406,1.0,0.0
2016-06-20,737.2260131835938,754.4901977539063,713.6365966796875,1.0,0.0
2016-06-21,666.6519775390625,734.5589965820312,719.6290954589844,1.0,0.0
2016-06-22,596.1160278320312,704.0004028320312,711.9622985839844,-1.0,-2.0
2016-06-23,623.9769897460938,677.5504028320313,703.9223999023437,-1.0,0.0
2016-06-24,665.2990112304688,657.85400390625,701.8963989257812,-1.0,0.0
2016-06-25,665.1229858398438,643.4333984375,698.9617980957031,-1.0,0.0
2016-06-26,629.3670043945312,635.9764038085938,685.2677001953125,-1.0,0.0
2016-06-27,655.2750244140625,647.808203125,675.9043029785156,-1.0,0.0
2016-06-28,647.0009765625,652.4130004882812,664.9817016601562,-1.0,0.0
2016-06-29,639.8900146484375,647.331201171875,652.5926025390625,-1.0,0.0
2016-06-30,673.3369750976562,648.9739990234375,646.2036987304688,1.0,2.0
2016-07-01,676.2960205078125,658.3598022460938,647.1681030273437,1.0,0.0
2016-07-02,703.7020263671875,668.0452026367187,657.9267028808594,1.0,0.0
2016-07-03,658.6640014648438,670.3778076171875,661.3954040527344,1.0,0.0
2016-07-04,683.6619873046875,679.1322021484375,663.2317016601562,1.0,0.0
2016-07-05,670.6270141601562,678.5902099609375,663.7821044921875,1.0,0.0
2016-07-06,677.3309936523438,678.7972045898438,668.5785034179687,1.0,0.0
2016-07-07,640.56201171875,666.1692016601562,667.1072021484375,-1.0,-2.0
2016-07-08,666.5230102539062,667.7410034179687,669.0594055175782,-1.0,0.0
2016-07-09,650.9600219726562,661.2006103515625,670.16640625,-1.0,0.0
2016-07-10,649.3599853515625,656.9472045898438,667.7687072753906,-1.0,0.0
2016-07-11,647.6589965820312,651.0128051757813,664.9050048828125,-1.0,0.0
2016-07-12,664.551025390625,655.8106079101562,660.9899047851562,-1.0,0.0
2016-07-13,654.468017578125,653.399609375,660.5703063964844,-1.0,0.0
2016-07-14,658.0780029296875,654.8232055664063,658.0119079589844,-1.0,0.0
2016-07-15,663.2550048828125,657.6022094726562,657.27470703125,1.0,2.0
2016-07-16,660.7670288085938,660.2238159179688,655.618310546875,1.0,0.0
2016-07-17,679.458984375,663.2054077148438,659.5080078125,1.0,0.0
2016-07-18,673.1060180664062,666.9330078125,660.16630859375,1.0,0.0
2016-07-19,672.864013671875,669.8902099609375,662.3567077636719,1.0,0.0
2016-07-20,665.6849975585938,670.3762084960938,663.989208984375,1.0,0.0
2016-07-21,665.0120239257812,671.2252075195313,665.72451171875,1.0,0.0
2016-07-22,650.6190185546875,665.4572143554688,664.3313110351562,1.0,0.0
2016-07-23,655.5560302734375,661.947216796875,664.4401123046875,-1.0,-2.0
2016-07-24,661.2849731445312,659.6314086914062,664.7608093261719,-1.0,0.0
2016-07-25,654.0969848632812,657.3138061523438,663.8450073242187,-1.0,0.0
2016-07-26,651.7839965820312,654.6682006835938,662.9467041015625,-1.0,0.0
2016-07-27,654.3519897460938,655.414794921875,660.4360046386719,-1.0,0.0
2016-07-28,655.0349731445312,655.3105834960937,658.6289001464844,-1.0,0.0
2016-07-29,656.9920043945312,654.4519897460938,657.04169921875,-1.0,0.0
2016-07-30,655.0469970703125,654.6419921875,655.9778991699219,-1.0,0.0
2016-07-31,624.6810302734375,649.2213989257813,651.9447998046875,-1.0,0.0
2016-08-01,606.27197265625,639.6053955078125,647.5100952148438,-1.0,0.0
2016-08-02,547.4650268554688,618.09140625,636.7009948730469,-1.0,0.0
2016-08-03,566.35498046875,599.9640014648437,627.2079956054688,-1.0,0.0
2016-08-04,578.2890014648438,584.61240234375,619.627197265625,-1.0,0.0
2016-08-05,575.0430297851562,574.6848022460938,611.9531005859375,-1.0,0.0
2016-08-06,587.7780151367188,570.9860107421875,605.295703125,-1.0,0.0
2016-08-07,592.6900024414062,580.031005859375,599.0612060546875,-1.0,0.0
2016-08-08,591.0540161132812,584.9708129882813,592.4674072265625,-1.0,0.0
2016-08-09,587.801025390625,586.8732177734375,585.7428100585937,1.0,2.0
2016-08-10,592.10302734375,590.2852172851562,582.485009765625,1.0,0.0
2016-08-11,589.1199951171875,590.55361328125,580.7698120117187,1.0,0.0
2016-08-12,587.5590209960938,589.5274169921875,584.7792114257812,1.0,0.0
2016-08-13,585.5880126953125,588.4342163085937,586.7025146484375,1.0,0.0
2016-08-14,570.4730224609375,584.9686157226563,585.9209167480469,-1.0,-2.0
2016-08-15,567.239990234375,579.9960083007812,585.1406127929688,-1.0,0.0
2016-08-16,577.4390258789062,577.659814453125,584.1067138671875,-1.0,0.0
2016-08-17,573.2160034179688,574.7912109375,582.1593139648437,-1.0,0.0
2016-08-18,574.3179931640625,572.53720703125,580.4857116699219,-1.0,0.0
2016-08-19,575.6300048828125,573.568603515625,579.2686096191406,-1.0,0.0
2016-08-20,581.697021484375,576.460009765625,578.2280090332031,-1.0,0.0
2016-08-21,581.3079833984375,577.2338012695312,577.4468078613281,-1.0,0.0
2016-08-22,586.7529907226562,579.9411987304687,577.3662048339844,1.0,2.0
2016-08-23,583.4149780273438,581.760595703125,577.1489013671875,1.0,0.0
2016-08-24,580.1820068359375,582.67099609375,578.1197998046875,1.0,0.0
2016-08-25,577.760986328125,581.8837890625,579.1718994140625,1.0,0.0
2016-08-26,579.6510009765625,581.552392578125,579.3930969238281,1.0,0.0
2016-08-27,569.947021484375,578.1911987304687,579.0661987304687,-1.0,-2.0
2016-08-28,573.9119873046875,576.2906005859375,579.0255981445313,-1.0,0.0
2016-08-29,574.1069946289062,575.0755981445312,578.8732971191406,-1.0,0.0
2016-08-30,577.5029907226562,575.0239990234375,578.4538940429687,-1.0,0.0
2016-08-31,575.4719848632812,574.1881958007813,577.8702941894531,-1.0,0.0
2016-09-01,572.302978515625,574.6593872070313,576.42529296875,-1.0,0.0
2016-09-02,575.5369873046875,574.9843872070312,575.6374938964843,-1.0,0.0
2016-09-03,598.2119750976562,579.8053833007813,577.4404907226562,1.0,2.0
2016-09-04,608.6339721679688,586.0315795898438,580.5277893066407,1.0,0.0
2016-09-05,606.5900268554688,592.2551879882812,583.2216918945312,1.0,0.0
2016-09-06,610.4359741210938,599.881787109375,587.2705871582032,1.0,0.0
2016-09-07,614.5440063476562,607.6831909179688,591.3337890625,1.0,0.0
2016-09-08,626.3159790039062,613.3039916992187,596.5546875,1.0,0.0
2016-09-09,622.8610229492188,616.1494018554688,601.0904907226562,1.0,0.0
2016-09-10,623.5089721679688,619.5331909179688,605.894189453125,1.0,0.0
2016-09-11,606.718994140625,618.789794921875,609.335791015625,1.0,0.0
2016-09-12,608.2429809570312,617.52958984375,612.6063903808594,1.0,0.0
2016-09-13,609.2410278320312,614.114599609375,613.7092956542969,1.0,0.0
2016-09-14,610.6840209960938,611.67919921875,613.9143005371094,-1.0,-2.0
2016-09-15,607.155029296875,608.4084106445313,613.97080078125,-1.0,0.0
2016-09-16,606.9730224609375,608.4592163085938,613.6245056152344,-1.0,0.0
2016-09-17,605.9840087890625,608.007421875,612.768505859375,-1.0,0.0
2016-09-18,609.8740234375,608.1340209960938,611.1243103027343,-1.0,0.0
2016-09-19,609.2269897460938,607.8426147460938,609.7609069824218,-1.0,0.0
2016-09-20,608.31201171875,608.0740112304687,608.2412109375,-1.0,0.0
2016-09-21,597.1489868164062,606.1092041015625,607.2842102050781,-1.0,0.0
2016-09-22,596.2979736328125,604.1719970703125,606.0897094726563,-1.0,0.0
2016-09-23,602.8419799804688,602.7655883789063,605.4498046875,-1.0,0.0
2016-09-24,602.625,601.4451904296875,604.6439025878906,-1.0,0.0
2016-09-25,600.8259887695312,599.9479858398438,604.0109985351562,-1.0,0.0
2016-09-26,608.0430297851562,602.1267944335938,604.1179992675782,-1.0,0.0
2016-09-27,606.166015625,604.1004028320312,604.1361999511719,-1.0,0.0
2016-09-28,604.72802734375,604.4776123046875,603.6216003417969,1.0,2.0
2016-09-29,605.6929931640625,605.0912109375,603.2682006835937,1.0,0.0
2016-09-30,609.7349853515625,606.8730102539063,603.410498046875,1.0,0.0
2016-10-01,613.9829711914062,608.0609985351563,605.093896484375,1.0,0.0
2016-10-02,610.8920288085938,609.006201171875,606.5533020019532,1.0,0.0
2016-10-03,612.1329956054688,610.4871948242187,607.4824035644531,1.0,0.0
2016-10-04,610.2039794921875,611.3893920898438,608.2403015136719,1.0,0.0
2016-10-05,612.510986328125,611.9445922851562,609.4088012695313,1.0,0.0
2016-10-06,613.02099609375,611.752197265625,609.9065979003906,1.0,0.0
2016-10-07,617.1209716796875,612.9979858398438,611.0020935058594,1.0,0.0
2016-10-08,619.1079711914062,614.3929809570312,612.440087890625,1.0,0.0
2016-10-09,616.7520141601562,615.702587890625,613.5459899902344,1.0,0.0
2016-10-10,618.9940185546875,616.9991943359375,614.4718933105469,1.0,0.0
2016-10-11,641.072021484375,622.6093994140625,617.1807983398437,1.0,0.0
2016-10-12,636.1920166015625,626.4236083984375,619.7107971191406,1.0,0.0
2016-10-13,636.7860107421875,629.9592163085938,622.1760986328125,1.0,0.0
2016-10-14,640.3779907226562,634.6844116210938,625.1934997558594,1.0,0.0
2016-10-15,638.64599609375,638.6148071289062,627.8070007324219,1.0,0.0
2016-10-16,641.6309814453125,638.7265991210937,630.6679992675781,1.0,0.0
2016-10-17,639.1929931640625,639.3267944335937,632.8752014160157,1.0,0.0
2016-10-18,637.9600219726562,639.5615966796875,634.7604064941406,1.0,0.0
2016-10-19,630.52001953125,637.5900024414062,636.13720703125,1.0,0.0
2016-10-20,630.8569946289062,636.0322021484375,637.3235046386719,-1.0,-2.0
2016-10-21,632.8280029296875,634.2716064453125,636.4991027832032,-1.0,0.0
2016-10-22,657.2940063476562,637.8918090820313,638.6093017578125,-1.0,0.0
2016-10-23,657.0709838867188,641.7140014648437,640.6377990722656,1.0,2.0
2016-10-24,653.760986328125,646.3621948242187,641.9760986328125,1.0,0.0
2016-10-25,657.5880126953125,651.7083984375,643.8703002929688,1.0,0.0
2016-10-26,678.3040161132812,660.8036010742187,647.5376037597656,1.0,0.0
2016-10-27,688.31298828125,667.0073974609375,652.4496032714844,1.0,0.0
2016-10-28,689.6510009765625,673.5234008789063,657.618701171875,1.0,0.0
2016-10-29,714.47900390625,685.6670043945312,666.014599609375,1.0,0.0
2016-10-30,701.864013671875,694.5222045898438,673.1153015136719,1.0,0.0
2016-10-31,700.9719848632812,699.0557983398437,679.9296997070312,1.0,0.0
2016-11-01,729.7930297851562,707.351806640625,687.1796020507812,1.0,0.0
2016-11-02,740.8289794921875,717.58740234375,695.5554016113281,1.0,0.0
2016-11-03,688.7000122070312,712.4316040039063,699.0493041992188,1.0,0.0
2016-11-04,703.2349853515625,712.7057983398438,703.6140014648438,1.0,0.0
2016-11-05,703.4180297851562,713.1950073242188,706.1254028320312,1.0,0.0
2016-11-06,711.52197265625,709.5407958984375,708.4463012695312,1.0,0.0
2016-11-07,703.1309814453125,702.0011962890625,709.7942993164063,-1.0,-2.0
2016-11-08,709.8480224609375,706.2307983398438,709.331201171875,-1.0,0.0
2016-11-09,723.2730102539062,710.2384033203125,711.4721008300781,-1.0,0.0
2016-11-10,715.5339965820312,712.6615966796875,712.9283020019532,-1.0,0.0
2016-11-11,716.4110107421875,713.639404296875,711.5901000976562,1.0,2.0
2016-11-12,705.0540161132812,714.0240112304688,708.0126037597656,1.0,0.0
2016-11-13,702.031005859375,712.4606079101562,709.345703125,1.0,0.0
2016-11-14,705.02099609375,708.810205078125,709.5243041992187,-1.0,-2.0
2016-11-15,711.6190185546875,708.0272094726563,710.3444030761718,-1.0,0.0
2016-11-16,744.197998046875,713.5846069335937,713.6120056152344,-1.0,0.0
2016-11-17,740.9769897460938,720.7692016601562,717.3966064453125,1.0,2.0
2016-11-18,751.5850219726562,730.6800048828125,721.5703063964844,1.0,0.0
2016-11-19,751.6160278320312,739.9990112304688,724.4046081542969,1.0,0.0
2016-11-20,731.0260009765625,743.8804077148437,725.95380859375,1.0,0.0
2016-11-21,739.2479858398438,742.8904052734375,728.2375061035157,1.0,0.0
2016-11-22,751.3469848632812,744.964404296875,732.8668029785156,1.0,0.0
2016-11-23,744.593994140625,743.5661987304687,737.1231018066406,1.0,0.0
2016-11-24,740.2890014648438,741.3007934570312,740.64990234375,1.0,0.0
2016-11-25,741.6489868164062,743.425390625,743.6528991699219,-1.0,-2.0
2016-11-26,735.3820190429688,742.652197265625,742.7713012695312,-1.0,0.0
2016-11-27,732.0349731445312,738.789794921875,741.877099609375,-1.0,0.0
2016-11-28,735.81298828125,737.03359375,740.2998962402344,-1.0,0.0
2016-11-29,735.60400390625,736.0965942382812,738.6986938476563,-1.0,0.0
2016-11-30,745.6909790039062,736.9049926757813,740.1651916503906,-1.0,0.0
2016-12-01,756.7739868164062,741.1833862304687,741.9177917480469,-1.0,0.0
2016-12-02,777.9439697265625,750.365185546875,744.577490234375,1.0,2.0
2016-12-03,771.155029296875,757.43359375,747.23359375,1.0,0.0
2016-12-04,773.8720092773438,765.0871948242187,750.59189453125,1.0,0.0
2016-12-05,758.7000122070312,767.6890014648437,752.2969970703125,1.0,0.0
2016-12-06,764.2239990234375,769.17900390625,755.1811950683593,1.0,0.0
2016-12-07,768.1320190429688,767.2166137695312,758.7908996582031,1.0,0.0
2016-12-08,770.8099975585938,767.147607421875,762.2906005859375,1.0,0.0
2016-12-09,772.7940063476562,766.9320068359375,766.0096008300782,1.0,0.0
2016-12-10,774.6500244140625,770.1220092773438,768.9055053710938,1.0,0.0
2016-12-11,769.7310180664062,771.2234130859375,770.2012084960937,1.0,0.0
2016-12-12,780.0869750976562,773.614404296875,770.4155090332031,1.0,0.0
2016-12-13,780.5560302734375,775.5636108398437,771.3556091308594,1.0,0.0
2016-12-14,781.4810180664062,777.3010131835938,772.1165100097656,1.0,0.0
2016-12-15,778.0880126953125,777.9886108398438,774.0553100585937,1.0,0.0
2016-12-16,784.906982421875,781.0238037109375,776.1236083984375,1.0,0.0
2016-12-17,790.8289794921875,783.1722045898438,778.3933044433594,1.0,0.0
2016-12-18,790.530029296875,785.1670043945312,780.3653076171875,1.0,0.0
2016-12-19,792.7139892578125,787.4135986328125,782.3573059082031,1.0,0.0
2016-12-20,800.8759765625,791.97119140625,784.9799011230468,1.0,0.0
2016-12-21,834.281005859375,801.84599609375,791.4348999023438,1.0,0.0
2016-12-22,864.5399780273438,816.5881958007812,799.8802001953125,1.0,0.0
2016-12-23,921.9840087890625,842.8789916992188,814.022998046875,1.0,0.0
2016-12-24,898.822021484375,864.1005981445312,825.7570983886719,1.0,0.0
